,sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
27,16,one-to-one,dn_16,ikt_16,suicidal-man,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
28,17,one-to-one,dn_17,ikt_17,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
29,17,one-to-one,dn_17,ikt_17,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
30,17,one-to-one,dn_17,ikt_17,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
31,17,one-to-one,dn_17,ikt_17,crowd-of-men,crowd-of-men,NOUN,NOUN,nmod,nmod,explicit_full,
32,18,one-to-one,dn_18,ikt_18,crowd-of-men,crowd-of-men,NOUN,NOUN,nsubj,nsubj,explicit_full,
33,19,one-to-one,dn_19,ikt_19,crowd-of-men,crowd-of-men,NOUN,NOUN,pred,pred,explicit_full,
34,19,one-to-one,dn_19,ikt_19,crowd-of-men,crowd-of-men,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
35,20,one-to-one,dn_20,ikt_20,crowd-of-men,crowd-of-men,DET,DET,nmod,nmod,explicit_full,
36,20,one-to-one,dn_20,ikt_20,crowd-of-men,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
37,21,one-to-one,dn_21,ikt_21,young-man,young-man,NOUN,NOUN,nsubj,nsubj,explicit_full,
38,21,one-to-one,dn_21,ikt_21,MISSING,young-man,MISSING,NULL,MISSING,nsubj,leftover_target,
39,22,one-to-one,dn_23,ikt_22,MISSING,crowd-of-men,MISSING,NOUN,MISSING,nmod,leftover_target,
40,22,one-to-one,dn_23,ikt_22,man-from-the-crowd,man-from-the-crowd,NOUN,NOUN,nsubj,nsubj,explicit_full,
41,22,one-to-one,dn_23,ikt_22,man-from-the-crowd,man-from-the-crowd,NULL,NULL,nsubj,nsubj,zero_zero_single,
42,22,one-to-one,dn_23,ikt_22,man-from-the-crowd,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
43,22,one-to-one,dn_23,ikt_22,young-man,young-man,PRON,PRON,nsubj,nsubj,explicit_full,
44,22,one-to-one,dn_23,ikt_22,young-man,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
45,22,one-to-one,dn_23,ikt_22,young-man,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
46,22,one-to-one,dn_23,ikt_22,MISSING,young-man,MISSING,NULL,MISSING,nsubj,leftover_target,
47,22,one-to-one,dn_23,ikt_22,MISSING,young-man,MISSING,NULL,MISSING,nsubj,leftover_target,
48,23,one-to-one,dn_24,ikt_23,suicidal-man,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
49,24,one-to-one,dn_25,ikt_24,UNKNOWN,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
50,24,one-to-one,dn_25,ikt_24,suicidal-man,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
51,24,one-to-one,dn_25,ikt_24,MISSING,suicidal-man,MISSING,NULL,MISSING,nsubj,leftover_target,
52,27,one-to-one,dn_28,ikt_27,suicidal-man,suicidal-man,NULL,NULL,nsubj,nsubj,zero_zero_single,
53,28,one-to-one,dn_29,ikt_28,suicidal-man,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
54,29,one-to-one,dn_30,ikt_29,man-with-a-pipe,man-with-a-pipe,NOUN,NOUN,nsubj,nsubj,explicit_full,
55,29,one-to-one,dn_30,ikt_29,man-with-a-pipe,man-with-a-pipe,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4483710077142179
56,29,one-to-one,dn_30,ikt_29,man-with-a-pipe,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
57,29,one-to-one,dn_30,ikt_29,man-with-a-pipe,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
58,29,one-to-one,dn_30,ikt_29,MISSING,man-with-a-pipe,MISSING,NULL,MISSING,nsubj,leftover_target,
59,31,one-to-many,dn_32,ikt_31 ikt_32,man-with-a-pipe,man-with-a-pipe,DET,DET,nmod,nmod,explicit_full,
60,31,one-to-many,dn_32,ikt_31 ikt_32,man-with-a-pipe,man-with-a-pipe,DET,PRON,nmod,nmod,explicit_ref_case,
61,33,one-to-one,dn_34,ikt_34,cart-driver,cart-driver,NOUN,NOUN,nsubj,nsubj,explicit_full,
62,33,one-to-one,dn_34,ikt_34,cart-driver,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
63,33,one-to-one,dn_34,ikt_34,MISSING,cart-driver,MISSING,NULL,MISSING,nsubj,leftover_target,
64,34,one-to-one,dn_35,ikt_35,MISSING,cart-driver,MISSING,DET,MISSING,nmod,leftover_target,
65,34,one-to-one,dn_35,ikt_35,crowd-of-men,crowd-of-men,NOUN,NOUN,nsubj,nsubj,explicit_full,
66,34,one-to-one,dn_35,ikt_35,MISSING,crowd-of-men,MISSING,NULL,MISSING,nsubj,leftover_target,
67,34,one-to-one,dn_35,ikt_35,MISSING,crowd-of-men,MISSING,NULL,MISSING,nsubj,leftover_target,
68,35,one-to-one,dn_36,ikt_36,crowd-of-men,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
69,37,one-to-many,dn_38,ikt_38 ikt_39,cart-driver,cart-driver,NOUN,NOUN,nsubj,nsubj,explicit_full,
70,37,one-to-many,dn_38,ikt_38 ikt_39,MISSING,cart-driver,MISSING,NULL,MISSING,nsubj,leftover_target,
71,37,one-to-many,dn_38,ikt_38 ikt_39,MISSING,cart-driver,MISSING,NULL,MISSING,nsubj,leftover_target,
72,39,one-to-one,dn_40,ikt_41,man-with-a-pipe,man-with-a-pipe,NOUN,NOUN,nsubj,nsubj,explicit_full,
73,40,one-to-many,dn_41,ikt_42 ikt_43,cart-driver,cart-driver,NOUN,NOUN,nsubj,nsubj,explicit_full,
74,40,one-to-many,dn_41,ikt_42 ikt_43,cart-driver,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
75,40,one-to-many,dn_41,ikt_42 ikt_43,MISSING,cart-driver,MISSING,NULL,MISSING,nsubj,leftover_target,
76,40,one-to-many,dn_41,ikt_42 ikt_43,crowd-of-men,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
77,44,one-to-one,dn_45,ikt_47,MISSING,crowd-of-men,MISSING,DET,MISSING,nmod,leftover_target,
78,45,one-to-one,dn_46,ikt_48,Giorgio,MISSING,PROPN,MISSING,vocative,MISSING,leftover_source,
79,45,one-to-one,dn_46,ikt_48,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
80,46,one-to-many,dn_47,ikt_49 ikt_50,Giorgio,Giorgio,NOUN,NOUN,obj,nmod,explicit_ref_pos,
81,46,one-to-many,dn_47,ikt_49 ikt_50,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
82,46,one-to-many,dn_47,ikt_49 ikt_50,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
83,46,one-to-many,dn_47,ikt_49 ikt_50,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
84,46,one-to-many,dn_47,ikt_49 ikt_50,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
85,46,one-to-many,dn_47,ikt_49 ikt_50,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
86,46,one-to-many,dn_47,ikt_49 ikt_50,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
87,46,one-to-many,dn_47,ikt_49 ikt_50,crowd-of-men,crowd-of-men,NOUN,NOUN,nmod,obj,explicit_ref_pos,
88,47,one-to-one,dn_48,ikt_51,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
89,47,one-to-one,dn_48,ikt_51,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nsubj,leftover_target,
90,48,one-to-one,dn_49,ikt_52,Giorgio Ippolita,Giorgio Ippolita,DET,PRON,obj,nsubj,explicit_ref_only,
91,48,one-to-one,dn_49,ikt_52,Giorgio Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
92,48,one-to-one,dn_49,ikt_52,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
93,49,one-to-one,dn_50,ikt_54,Giorgio,Giorgio,PRON,PROPN,nsubj,nsubj,explicit_ref_case,
94,52,one-to-one,dn_54,ikt_57,Giorgio Ippolita,Giorgio Ippolita,DET,NOUN,nmod,nmod,explicit_ref_case,
95,53,one-to-one,dn_55,ikt_58,Ippolita,Ippolita,PRON,PROPN,nsubj,nsubj,explicit_ref_case,
96,53,one-to-one,dn_55,ikt_58,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
97,53,one-to-one,dn_55,ikt_58,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
98,56,one-to-one,dn_58,ikt_61,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
99,56,one-to-one,dn_58,ikt_61,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
100,56,one-to-one,dn_58,ikt_61,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
101,56,one-to-one,dn_58,ikt_61,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
102,57,one-to-one,dn_59,ikt_62,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
103,58,one-to-one,dn_60,ikt_63,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
104,59,one-to-one,dn_61,ikt_64,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
105,60,one-to-one,dn_62,ikt_65,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
106,61,one-to-one,dn_63,ikt_66,Giorgio,MISSING,PRON,MISSING,nmod,MISSING,leftover_source,
107,62,one-to-one,dn_64,ikt_67,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
108,62,one-to-one,dn_64,ikt_67,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
109,62,one-to-one,dn_64,ikt_67,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
110,62,one-to-one,dn_64,ikt_67,Ippolita,Ippolita,PRON,NOUN,obj,nmod,explicit_ref_only,
111,63,many-to-one,dn_65 dn_66,ikt_68,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
112,63,many-to-one,dn_65 dn_66,ikt_68,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
113,64,one-to-one,dn_67,ikt_69,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
114,65,many-to-one,dn_68 dn_69,ikt_70,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
115,65,many-to-one,dn_68 dn_69,ikt_70,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.6156054045717467
116,65,many-to-one,dn_68 dn_69,ikt_70,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3548972759078475
117,66,one-to-many,dn_70,ikt_71 ikt_72 ikt_74,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
118,66,one-to-many,dn_70,ikt_71 ikt_72 ikt_74,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,obj,explicit_ref_only,
119,66,one-to-many,dn_70,ikt_71 ikt_72 ikt_74,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
120,66,one-to-many,dn_70,ikt_71 ikt_72 ikt_74,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
121,66,one-to-many,dn_70,ikt_71 ikt_72 ikt_74,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
122,68,one-to-many,dn_72,ikt_75 ikt_76,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
123,68,one-to-many,dn_72,ikt_75 ikt_76,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.5268447381655595
124,68,one-to-many,dn_72,ikt_75 ikt_76,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3509288769978025
125,68,one-to-many,dn_72,ikt_75 ikt_76,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
126,68,one-to-many,dn_72,ikt_75 ikt_76,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
127,68,one-to-many,dn_72,ikt_75 ikt_76,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
128,68,one-to-many,dn_72,ikt_75 ikt_76,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
129,68,one-to-many,dn_72,ikt_75 ikt_76,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
130,70,one-to-one,dn_74,ikt_78,Ippolita,MISSING,PROPN,MISSING,vocative,MISSING,leftover_source,
131,72,one-to-one,dn_76,ikt_80,Ippolita,Ippolita,NOUN,PROPN,nsubj,nsubj,explicit_ref_case,
132,72,one-to-one,dn_76,ikt_80,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
133,72,one-to-one,dn_76,ikt_80,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
134,72,one-to-one,dn_76,ikt_80,MISSING,Ippolita,MISSING,DET,MISSING,nmod,leftover_target,
135,73,one-to-one,dn_77,ikt_81,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
136,73,one-to-one,dn_77,ikt_81,Giorgio Ippolita,Giorgio Ippolita,NOUN,NOUN,nsubj,nmod,explicit_ref_pos,
137,73,one-to-one,dn_77,ikt_81,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
138,74,one-to-many,dn_78,ikt_82 ikt_83,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,obj,explicit_ref_only,
139,74,one-to-many,dn_78,ikt_82 ikt_83,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4713426078634794
140,74,one-to-many,dn_78,ikt_82 ikt_83,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
141,74,one-to-many,dn_78,ikt_82 ikt_83,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
142,74,one-to-many,dn_78,ikt_82 ikt_83,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
143,75,one-to-one,dn_79,ikt_84,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,obj,obj,explicit_ref_case,
144,75,one-to-one,dn_79,ikt_84,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
145,75,one-to-one,dn_79,ikt_84,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
146,75,one-to-one,dn_79,ikt_84,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
147,75,one-to-one,dn_79,ikt_84,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
148,75,one-to-one,dn_79,ikt_84,MISSING,Giorgio Ippolita,MISSING,DET,MISSING,nmod,leftover_target,
149,75,one-to-one,dn_79,ikt_84,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
150,76,one-to-many,dn_80,ikt_85 ikt_86,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
151,76,one-to-many,dn_80,ikt_85 ikt_86,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
152,76,one-to-many,dn_80,ikt_85 ikt_86,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
153,76,one-to-many,dn_80,ikt_85 ikt_86,Ippolita,Ippolita,PROPN,PRON,nsubj,nsubj,explicit_ref_case,
154,76,one-to-many,dn_80,ikt_85 ikt_86,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.35130300214506666
155,76,one-to-many,dn_80,ikt_85 ikt_86,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
156,76,one-to-many,dn_80,ikt_85 ikt_86,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
157,76,one-to-many,dn_80,ikt_85 ikt_86,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
158,78,one-to-one,dn_82,ikt_89,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
159,78,one-to-one,dn_82,ikt_89,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
160,78,one-to-one,dn_82,ikt_89,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
161,79,one-to-one,dn_83,ikt_90,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
162,79,one-to-one,dn_83,ikt_90,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
163,80,one-to-many,dn_84,ikt_91 ikt_92,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
164,80,one-to-many,dn_84,ikt_91 ikt_92,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
165,80,one-to-many,dn_84,ikt_91 ikt_92,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
166,80,one-to-many,dn_84,ikt_91 ikt_92,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
167,80,one-to-many,dn_84,ikt_91 ikt_92,Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
168,81,one-to-many,dn_85,ikt_93 ikt_94 ikt_95 ikt_96,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
169,81,one-to-many,dn_85,ikt_93 ikt_94 ikt_95 ikt_96,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
170,81,one-to-many,dn_85,ikt_93 ikt_94 ikt_95 ikt_96,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
171,81,one-to-many,dn_85,ikt_93 ikt_94 ikt_95 ikt_96,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3582425560682051
172,81,one-to-many,dn_85,ikt_93 ikt_94 ikt_95 ikt_96,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
173,81,one-to-many,dn_85,ikt_93 ikt_94 ikt_95 ikt_96,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
174,81,one-to-many,dn_85,ikt_93 ikt_94 ikt_95 ikt_96,Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
175,82,one-to-one,dn_86,ikt_97,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
176,82,one-to-one,dn_86,ikt_97,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
177,83,one-to-many,dn_87,ikt_98 ikt_99,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
178,83,one-to-many,dn_87,ikt_98 ikt_99,Giorgio,Giorgio,PRON,PRON,nsubj,obj,explicit_ref_pos,
179,83,one-to-many,dn_87,ikt_98 ikt_99,Ippolita,Ippolita,DET,NOUN,nmod,obj,explicit_ref_only,
180,84,one-to-many,dn_88,ikt_100 ikt_101,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
181,84,one-to-many,dn_88,ikt_100 ikt_101,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
182,84,one-to-many,dn_88,ikt_100 ikt_101,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
183,84,one-to-many,dn_88,ikt_100 ikt_101,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
184,84,one-to-many,dn_88,ikt_100 ikt_101,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
185,84,one-to-many,dn_88,ikt_100 ikt_101,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
186,84,one-to-many,dn_88,ikt_100 ikt_101,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
187,84,one-to-many,dn_88,ikt_100 ikt_101,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
188,84,one-to-many,dn_88,ikt_100 ikt_101,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
189,84,one-to-many,dn_88,ikt_100 ikt_101,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
190,85,one-to-one,dn_89,ikt_102,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
191,85,one-to-one,dn_89,ikt_102,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
192,85,one-to-one,dn_89,ikt_102,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
193,85,one-to-one,dn_89,ikt_102,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
194,86,one-to-one,dn_91,ikt_104,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
195,87,one-to-many,dn_92,ikt_103 ikt_105,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
196,87,one-to-many,dn_92,ikt_103 ikt_105,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
197,87,one-to-many,dn_92,ikt_103 ikt_105,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
198,88,one-to-one,dn_93,ikt_106,Ippolita,Ippolita,PRON,PRON,nsubj,nmod,explicit_ref_pos,
199,92,one-to-one,dn_97,ikt_110,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
200,92,one-to-one,dn_97,ikt_110,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
201,93,one-to-one,dn_98,ikt_111,MISSING,Giorgio Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
202,94,one-to-one,dn_99,ikt_112,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
203,94,one-to-one,dn_99,ikt_112,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
204,95,one-to-one,dn_100,ikt_114,Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
205,96,one-to-one,dn_101,ikt_113,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
206,96,one-to-one,dn_101,ikt_113,MISSING,Ippolita,MISSING,PROPN,MISSING,nsubj,leftover_target,
207,97,one-to-one,dn_102,ikt_115,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
208,98,one-to-one,dn_103,ikt_116,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3740762303704801
209,98,one-to-one,dn_103,ikt_116,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
210,99,one-to-one,dn_104,ikt_117,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
211,99,one-to-one,dn_104,ikt_117,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
212,100,one-to-many,dn_105,ikt_118 ikt_119 ikt_120 ikt_121,MISSING,prelate,MISSING,NOUN,MISSING,obj,leftover_target,
213,102,one-to-one,dn_107,ikt_123,Giorgio,Giorgio,PROPN,PRON,nsubj,nsubj,explicit_ref_case,
214,102,one-to-one,dn_107,ikt_123,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
215,102,one-to-one,dn_107,ikt_123,Ippolita,Ippolita,NOUN,NOUN,obj,obj,explicit_full,
