,sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
120,71,one-to-one,dn_72,wk_75,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
121,71,one-to-one,dn_72,wk_75,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
122,71,one-to-one,dn_72,wk_75,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
123,71,one-to-one,dn_72,wk_75,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
124,73,one-to-one,dn_74,wk_77,Ippolita,Ippolita,PROPN,PROPN,vocative,vocative,explicit_full,
125,75,one-to-one,dn_76,wk_79,Ippolita,Ippolita,NOUN,NOUN,nsubj,nsubj,explicit_full,
126,75,one-to-one,dn_76,wk_79,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
127,75,one-to-one,dn_76,wk_79,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
128,76,one-to-one,dn_77,wk_80,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
129,76,one-to-one,dn_77,wk_80,Giorgio Ippolita,Giorgio Ippolita,NOUN,NOUN,nsubj,nsubj,explicit_full,
130,76,one-to-one,dn_77,wk_80,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
131,77,one-to-one,dn_78 dn_79,wk_81 wk_82,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
132,77,one-to-one,dn_78 dn_79,wk_81 wk_82,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,obj,obj,explicit_ref_case,
133,77,one-to-one,dn_78 dn_79,wk_81 wk_82,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.36871637551417635
134,77,one-to-one,dn_78 dn_79,wk_81 wk_82,Giorgio Ippolita,Giorgio Ippolita,PRON-REFLEX,NOUN,obj,obj,reflex_obj,
135,77,one-to-one,dn_78 dn_79,wk_81 wk_82,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
136,77,one-to-one,dn_78 dn_79,wk_81 wk_82,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
137,77,one-to-one,dn_78 dn_79,wk_81 wk_82,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
138,77,one-to-one,dn_78 dn_79,wk_81 wk_82,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
139,77,one-to-one,dn_78 dn_79,wk_81 wk_82,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
140,77,one-to-one,dn_78 dn_79,wk_81 wk_82,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
141,77,one-to-one,dn_78 dn_79,wk_81 wk_82,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
142,77,one-to-one,dn_78 dn_79,wk_81 wk_82,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
143,77,one-to-one,dn_78 dn_79,wk_81 wk_82,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
144,77,one-to-one,dn_78 dn_79,wk_81 wk_82,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
145,77,one-to-one,dn_78 dn_79,wk_81 wk_82,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
146,78,one-to-many,dn_80,wk_83 wk_84,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
147,78,one-to-many,dn_80,wk_83 wk_84,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
148,78,one-to-many,dn_80,wk_83 wk_84,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
149,78,one-to-many,dn_80,wk_83 wk_84,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
150,78,one-to-many,dn_80,wk_83 wk_84,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4477132764089015
151,78,one-to-many,dn_80,wk_83 wk_84,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
152,78,one-to-many,dn_80,wk_83 wk_84,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
153,78,one-to-many,dn_80,wk_83 wk_84,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
154,78,one-to-many,dn_80,wk_83 wk_84,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
155,80,one-to-one,dn_82,wk_86,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
156,80,one-to-one,dn_82,wk_86,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
157,81,one-to-one,dn_83,wk_87,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
158,81,one-to-one,dn_83,wk_87,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
159,82,one-to-one,dn_84,wk_88,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
160,82,one-to-one,dn_84,wk_88,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
161,82,one-to-one,dn_84,wk_88,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
162,82,one-to-one,dn_84,wk_88,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
163,82,one-to-one,dn_84,wk_88,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
164,82,one-to-one,dn_84,wk_88,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
165,83,one-to-many,dn_85,wk_89 wk_90,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
166,83,one-to-many,dn_85,wk_89 wk_90,Giorgio,Giorgio,PRON,PRON,nsubj,nmod,explicit_ref_pos,
167,83,one-to-many,dn_85,wk_89 wk_90,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
168,83,one-to-many,dn_85,wk_89 wk_90,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.5622002210511837
169,83,one-to-many,dn_85,wk_89 wk_90,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.24968984247997839
170,83,one-to-many,dn_85,wk_89 wk_90,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
171,83,one-to-many,dn_85,wk_89 wk_90,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
172,84,one-to-one,dn_86,wk_91,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
173,84,one-to-one,dn_86,wk_91,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
174,85,one-to-many,dn_87,wk_92 wk_93,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
175,85,one-to-many,dn_87,wk_92 wk_93,Giorgio,Giorgio,PRON,PROPN,nsubj,nsubj,explicit_ref_case,
176,85,one-to-many,dn_87,wk_92 wk_93,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
177,85,one-to-many,dn_87,wk_92 wk_93,Ippolita,Ippolita,DET,NOUN,nmod,obj,explicit_ref_only,
178,86,one-to-many,dn_88,wk_94 wk_95,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
179,86,one-to-many,dn_88,wk_94 wk_95,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
180,86,one-to-many,dn_88,wk_94 wk_95,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
181,86,one-to-many,dn_88,wk_94 wk_95,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
182,86,one-to-many,dn_88,wk_94 wk_95,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
183,86,one-to-many,dn_88,wk_94 wk_95,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
184,86,one-to-many,dn_88,wk_94 wk_95,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
185,86,one-to-many,dn_88,wk_94 wk_95,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
186,86,one-to-many,dn_88,wk_94 wk_95,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
187,86,one-to-many,dn_88,wk_94 wk_95,MISSING,Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
188,87,one-to-one,dn_89,wk_96,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
189,87,one-to-one,dn_89,wk_96,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
190,88,one-to-one,dn_90,wk_97,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
191,88,one-to-one,dn_90,wk_97,Giorgio,Giorgio,PRON,PRON,nsubj,obj,explicit_ref_pos,
192,88,one-to-one,dn_90,wk_97,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
193,88,one-to-one,dn_90,wk_97,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
194,89,one-to-one,dn_91,wk_98,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
195,90,one-to-one,dn_92,wk_99,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
196,90,one-to-one,dn_92,wk_99,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
197,91,one-to-one,dn_93,wk_100,Ippolita,Ippolita,PRON,PRON,nsubj,nmod,explicit_ref_pos,
198,95,one-to-many,dn_97,wk_104 wk_105,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
199,95,one-to-many,dn_97,wk_104 wk_105,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
200,96,one-to-one,dn_98,wk_106,MISSING,Giorgio Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
201,97,one-to-one,dn_99,wk_107,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
202,98,one-to-one,dn_100,wk_108,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
203,99,one-to-one,dn_101,wk_109,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
204,99,one-to-one,dn_101,wk_109,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
205,101,one-to-one,dn_103,wk_111,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3935484818436883
206,101,one-to-one,dn_103,wk_111,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
207,102,one-to-one,dn_104,wk_112,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
208,102,one-to-one,dn_104,wk_112,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
209,102,one-to-one,dn_104,wk_112,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
210,105,one-to-one,dn_107,wk_117,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
211,105,one-to-one,dn_107,wk_117,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
212,105,one-to-one,dn_107,wk_117,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
213,105,one-to-one,dn_107,wk_117,Ippolita,MISSING,NOUN,MISSING,obj,MISSING,leftover_source,
214,106,one-to-one,dn_108,wk_118,Giorgio Ippolita,Giorgio Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
215,107,one-to-one,dn_109,wk_119,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
216,108,many-to-one,dn_110 dn_111,wk_120,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
217,108,many-to-one,dn_110 dn_111,wk_120,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2278527329526126
218,108,many-to-one,dn_110 dn_111,wk_120,Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
219,108,many-to-one,dn_110 dn_111,wk_120,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
220,109,one-to-one,dn_112,wk_121,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
221,110,one-to-one,dn_113,wk_122,Giorgio,Giorgio,PROPN,PROPN,obj,nmod,explicit_ref_pos,
