,sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
14,6,one-to-one,dn_5,iwsk_6,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
15,7,one-to-one,dn_6,iwsk_5,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
16,7,one-to-one,dn_6,iwsk_5,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
17,8,one-to-one,dn_7,iwsk_7,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
18,9,one-to-one,dn_8,iwsk_9,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
19,10,one-to-one,dn_9,iwsk_8,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
20,11,one-to-one,dn_10,iwsk_10,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
21,12,one-to-one,dn_11,iwsk_11,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
22,12,one-to-one,dn_11,iwsk_11,crowd-of-men,crowd-of-men,NOUN,NOUN,obj,nmod,explicit_ref_pos,
23,16,one-to-one,dn_15,iwsk_15,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
24,17,one-to-one,dn_16,iwsk_16,suicidal-man,suicidal-man,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
25,17,one-to-one,dn_16,iwsk_16,suicidal-man,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
26,18,one-to-one,dn_17,iwsk_17,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
27,18,one-to-one,dn_17,iwsk_17,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
28,18,one-to-one,dn_17,iwsk_17,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
29,18,one-to-one,dn_17,iwsk_17,crowd-of-men,crowd-of-men,NOUN,NOUN,nmod,nmod,explicit_full,
30,19,one-to-one,dn_18,iwsk_18,crowd-of-men,crowd-of-men,NOUN,PRON,nsubj,nsubj,explicit_ref_case,
31,20,one-to-one,dn_19,iwsk_19,crowd-of-men,crowd-of-men,NOUN,NOUN,pred,pred,explicit_full,
32,20,one-to-one,dn_19,iwsk_19,crowd-of-men,crowd-of-men,NULL,NULL,nsubj,nsubj,zero_zero_single,
33,21,one-to-many,dn_20,iwsk_20 iwsk_21,crowd-of-men,crowd-of-men,DET,NOUN,nmod,nsubj,explicit_ref_only,
34,21,one-to-many,dn_20,iwsk_20 iwsk_21,crowd-of-men,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
35,22,one-to-one,dn_21,iwsk_22,young-man,young-man,NOUN,NOUN,nsubj,nsubj,explicit_full,
36,22,one-to-one,dn_21,iwsk_22,MISSING,young-man,MISSING,NULL,MISSING,nsubj,leftover_target,
37,23,one-to-one,dn_22,iwsk_23,suicidal-man,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
38,24,one-to-many,dn_23,iwsk_24 iwsk_25,MISSING,crowd-of-men,MISSING,NOUN,MISSING,nmod,leftover_target,
39,24,one-to-many,dn_23,iwsk_24 iwsk_25,man-from-the-crowd,man-from-the-crowd,NOUN,NOUN,nsubj,nsubj,explicit_full,
40,24,one-to-many,dn_23,iwsk_24 iwsk_25,man-from-the-crowd,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
41,24,one-to-many,dn_23,iwsk_24 iwsk_25,man-from-the-crowd,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
42,24,one-to-many,dn_23,iwsk_24 iwsk_25,young-man,young-man,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
43,24,one-to-many,dn_23,iwsk_24 iwsk_25,young-man,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
44,24,one-to-many,dn_23,iwsk_24 iwsk_25,young-man,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
45,25,one-to-one,dn_24,iwsk_26,suicidal-man,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
46,26,one-to-one,dn_25,iwsk_27,UNKNOWN,UNKNOWN,NULL,NULL,nsubj,nsubj,zero_zero_single,
47,26,one-to-one,dn_25,iwsk_27,suicidal-man,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
48,29,one-to-one,dn_28,iwsk_30,suicidal-man,suicidal-man,NULL,NULL,nsubj,nsubj,zero_zero_single,
49,30,one-to-one,dn_29,iwsk_31,suicidal-man,suicidal-man,NULL,NULL,nsubj,nsubj,zero_zero_single,
50,31,one-to-one,dn_30,iwsk_32,man-with-a-pipe,man-with-a-pipe,NOUN,NOUN,nsubj,nsubj,explicit_full,
51,31,one-to-one,dn_30,iwsk_32,man-with-a-pipe,man-with-a-pipe,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.17285934682972093
52,31,one-to-one,dn_30,iwsk_32,man-with-a-pipe,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
53,31,one-to-one,dn_30,iwsk_32,man-with-a-pipe,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
54,31,one-to-one,dn_30,iwsk_32,MISSING,man-with-a-pipe,MISSING,NULL,MISSING,nsubj,leftover_target,
55,33,one-to-many,dn_32,iwsk_34 iwsk_35,man-with-a-pipe,man-with-a-pipe,DET,DET,nmod,nmod,explicit_full,
56,33,one-to-many,dn_32,iwsk_34 iwsk_35,man-with-a-pipe,man-with-a-pipe,DET,PRON,nmod,nmod,explicit_ref_case,
57,35,one-to-one,dn_34,iwsk_37,cart-driver,cart-driver,NOUN,NOUN,nsubj,nsubj,explicit_full,
58,35,one-to-one,dn_34,iwsk_37,cart-driver,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
59,36,one-to-one,dn_35,iwsk_38,crowd-of-men,crowd-of-men,NOUN,NOUN,nsubj,nsubj,explicit_full,
60,36,one-to-one,dn_35,iwsk_38,MISSING,crowd-of-men,MISSING,NULL,MISSING,nsubj,leftover_target,
61,37,one-to-one,dn_36,iwsk_39,crowd-of-men,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
62,39,one-to-one,dn_38,iwsk_41,cart-driver,cart-driver,NOUN,NOUN,nsubj,nsubj,explicit_full,
63,39,one-to-one,dn_38,iwsk_41,MISSING,cart-driver,MISSING,NULL,MISSING,nsubj,leftover_target,
64,39,one-to-one,dn_38,iwsk_41,MISSING,cart-driver,MISSING,NULL,MISSING,nsubj,leftover_target,
65,41,one-to-one,dn_40,iwsk_43,man-with-a-pipe,man-with-a-pipe,NOUN,NOUN,nsubj,nsubj,explicit_full,
66,42,one-to-many,dn_41,iwsk_44 iwsk_45,cart-driver,cart-driver,NOUN,NOUN,nsubj,nsubj,explicit_full,
67,42,one-to-many,dn_41,iwsk_44 iwsk_45,cart-driver,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
68,42,one-to-many,dn_41,iwsk_44 iwsk_45,MISSING,cart-driver,MISSING,NULL,MISSING,nsubj,leftover_target,
69,42,one-to-many,dn_41,iwsk_44 iwsk_45,crowd-of-men,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
70,47,one-to-one,dn_46,iwsk_50,Giorgio,Giorgio,PROPN,PROPN,vocative,vocative,explicit_full,
71,47,one-to-one,dn_46,iwsk_50,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
72,48,one-to-many,dn_47,iwsk_51 iwsk_52,Giorgio,Giorgio,NOUN,NOUN,obj,obj,explicit_full,
73,48,one-to-many,dn_47,iwsk_51 iwsk_52,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
74,48,one-to-many,dn_47,iwsk_51 iwsk_52,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
75,48,one-to-many,dn_47,iwsk_51 iwsk_52,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
76,48,one-to-many,dn_47,iwsk_51 iwsk_52,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
77,48,one-to-many,dn_47,iwsk_51 iwsk_52,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
78,48,one-to-many,dn_47,iwsk_51 iwsk_52,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
79,48,one-to-many,dn_47,iwsk_51 iwsk_52,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
80,48,one-to-many,dn_47,iwsk_51 iwsk_52,crowd-of-men,crowd-of-men,NOUN,NOUN,nmod,obj,explicit_ref_pos,
81,49,one-to-one,dn_48,iwsk_53,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
82,50,one-to-many,dn_49,iwsk_54 iwsk_55,Giorgio Ippolita,Giorgio Ippolita,DET,NOUN,obj,nsubj,explicit_ref_only,
83,50,one-to-many,dn_49,iwsk_54 iwsk_55,Giorgio Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
84,53,one-to-one,dn_54,iwsk_58,Giorgio Ippolita,Giorgio Ippolita,DET,NOUN,nmod,nmod,explicit_ref_case,
85,53,one-to-one,dn_54,iwsk_58,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
86,54,one-to-one,dn_55,iwsk_59,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
87,54,one-to-one,dn_55,iwsk_59,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
88,57,one-to-one,dn_58,iwsk_62,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
89,57,one-to-one,dn_58,iwsk_62,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
90,57,one-to-one,dn_58,iwsk_62,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
91,58,one-to-one,dn_59,iwsk_63,MISSING,Giorgio Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
92,59,one-to-one,dn_60,iwsk_64,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
93,60,one-to-one,dn_61,iwsk_65,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
94,61,one-to-one,dn_62,iwsk_66,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
95,62,one-to-one,dn_63,iwsk_67,Giorgio,Giorgio,PRON,PRON,nmod,nmod,explicit_full,
96,63,one-to-one,dn_64,iwsk_68,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
97,63,one-to-one,dn_64,iwsk_68,MISSING,Giorgio,MISSING,PRON,MISSING,obj,leftover_target,
98,63,one-to-one,dn_64,iwsk_68,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
99,63,one-to-one,dn_64,iwsk_68,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
100,64,one-to-one,dn_65,iwsk_69,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
101,65,one-to-one,dn_66,iwsk_70,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
102,66,one-to-one,dn_67,iwsk_71,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
103,66,one-to-one,dn_67,iwsk_71,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
104,67,one-to-one,dn_68,iwsk_72,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
105,68,one-to-one,dn_69,iwsk_73,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
106,68,one-to-one,dn_69,iwsk_73,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
107,68,one-to-one,dn_69,iwsk_73,Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
108,68,one-to-one,dn_69,iwsk_73,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
109,69,one-to-many,dn_70,iwsk_74 iwsk_75,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
110,69,one-to-many,dn_70,iwsk_74 iwsk_75,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
111,69,one-to-many,dn_70,iwsk_74 iwsk_75,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
112,69,one-to-many,dn_70,iwsk_74 iwsk_75,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
113,71,one-to-one,dn_72,iwsk_77,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
114,71,one-to-one,dn_72,iwsk_77,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.35976083770200806
115,71,one-to-one,dn_72,iwsk_77,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
116,71,one-to-one,dn_72,iwsk_77,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
117,71,one-to-one,dn_72,iwsk_77,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
118,71,one-to-one,dn_72,iwsk_77,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
119,71,one-to-one,dn_72,iwsk_77,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
120,71,one-to-one,dn_72,iwsk_77,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
121,73,one-to-one,dn_74,iwsk_79,Ippolita,Ippolita,PROPN,PROPN,vocative,vocative,explicit_full,
122,75,one-to-one,dn_76,iwsk_81,Ippolita,Ippolita,NOUN,PROPN,nsubj,nsubj,explicit_ref_case,
123,75,one-to-one,dn_76,iwsk_81,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
124,75,one-to-one,dn_76,iwsk_81,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
125,76,one-to-one,dn_77,iwsk_82,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
126,76,one-to-one,dn_77,iwsk_82,Giorgio Ippolita,Giorgio Ippolita,NOUN,NOUN,nsubj,nsubj,explicit_full,
127,76,one-to-one,dn_77,iwsk_82,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
128,77,one-to-many,dn_78,iwsk_83 iwsk_84,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,obj,explicit_ref_only,
129,77,one-to-many,dn_78,iwsk_83 iwsk_84,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.34892738315625144
130,77,one-to-many,dn_78,iwsk_83 iwsk_84,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
131,77,one-to-many,dn_78,iwsk_83 iwsk_84,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
132,77,one-to-many,dn_78,iwsk_83 iwsk_84,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
133,78,one-to-one,dn_79,iwsk_85,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,obj,obj,explicit_ref_case,
134,78,one-to-one,dn_79,iwsk_85,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
135,78,one-to-one,dn_79,iwsk_85,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
136,78,one-to-one,dn_79,iwsk_85,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
137,78,one-to-one,dn_79,iwsk_85,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
138,78,one-to-one,dn_79,iwsk_85,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
139,78,one-to-one,dn_79,iwsk_85,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
140,78,one-to-one,dn_79,iwsk_85,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
141,79,one-to-many,dn_80,iwsk_86 iwsk_87,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
142,79,one-to-many,dn_80,iwsk_86 iwsk_87,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
143,79,one-to-many,dn_80,iwsk_86 iwsk_87,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
144,79,one-to-many,dn_80,iwsk_86 iwsk_87,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
145,79,one-to-many,dn_80,iwsk_86 iwsk_87,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.49133441793720734
146,79,one-to-many,dn_80,iwsk_86 iwsk_87,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
147,79,one-to-many,dn_80,iwsk_86 iwsk_87,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
148,79,one-to-many,dn_80,iwsk_86 iwsk_87,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
149,79,one-to-many,dn_80,iwsk_86 iwsk_87,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
150,81,one-to-one,dn_82,iwsk_89,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
151,81,one-to-one,dn_82,iwsk_89,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
152,81,one-to-one,dn_82,iwsk_89,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
153,82,one-to-one,dn_83,iwsk_90,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
154,82,one-to-one,dn_83,iwsk_90,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
155,82,one-to-one,dn_83,iwsk_90,Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
156,82,one-to-one,dn_83,iwsk_90,Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
157,83,one-to-one,dn_84,iwsk_91,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
158,83,one-to-one,dn_84,iwsk_91,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
159,83,one-to-one,dn_84,iwsk_91,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
160,83,one-to-one,dn_84,iwsk_91,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
161,83,one-to-one,dn_84,iwsk_91,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
162,83,one-to-one,dn_84,iwsk_91,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
163,84,one-to-many,dn_85,iwsk_92 iwsk_93 iwsk_94,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
164,84,one-to-many,dn_85,iwsk_92 iwsk_93 iwsk_94,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
165,84,one-to-many,dn_85,iwsk_92 iwsk_93 iwsk_94,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
166,84,one-to-many,dn_85,iwsk_92 iwsk_93 iwsk_94,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
167,84,one-to-many,dn_85,iwsk_92 iwsk_93 iwsk_94,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.25921946850972977
168,84,one-to-many,dn_85,iwsk_92 iwsk_93 iwsk_94,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.29044068871372125
169,84,one-to-many,dn_85,iwsk_92 iwsk_93 iwsk_94,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
170,85,one-to-one,dn_86,iwsk_95,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
171,85,one-to-one,dn_86,iwsk_95,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
172,86,one-to-many,dn_87,iwsk_96 iwsk_97,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
173,86,one-to-many,dn_87,iwsk_96 iwsk_97,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
174,86,one-to-many,dn_87,iwsk_96 iwsk_97,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
175,86,one-to-many,dn_87,iwsk_96 iwsk_97,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
176,86,one-to-many,dn_87,iwsk_96 iwsk_97,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
177,86,one-to-many,dn_87,iwsk_96 iwsk_97,Ippolita,Ippolita,DET,NOUN,nmod,nmod,explicit_ref_case,
178,86,one-to-many,dn_87,iwsk_96 iwsk_97,MISSING,Ippolita,MISSING,NOUN,MISSING,obj,leftover_target,
179,87,one-to-many,dn_88,iwsk_98 iwsk_99 iwsk_100,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
180,87,one-to-many,dn_88,iwsk_98 iwsk_99 iwsk_100,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
181,87,one-to-many,dn_88,iwsk_98 iwsk_99 iwsk_100,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
182,87,one-to-many,dn_88,iwsk_98 iwsk_99 iwsk_100,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
183,87,one-to-many,dn_88,iwsk_98 iwsk_99 iwsk_100,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
184,87,one-to-many,dn_88,iwsk_98 iwsk_99 iwsk_100,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
185,88,one-to-one,dn_89,iwsk_101,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
186,89,many-to-one,dn_90 dn_91,iwsk_102,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
187,89,many-to-one,dn_90 dn_91,iwsk_102,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
188,89,many-to-one,dn_90 dn_91,iwsk_102,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
189,90,one-to-one,dn_92,iwsk_103,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
190,90,one-to-one,dn_92,iwsk_103,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
191,91,one-to-one,dn_93,iwsk_104,Ippolita,Ippolita,PRON,PRON,nsubj,obj,explicit_ref_pos,
192,95,one-to-one,dn_97,iwsk_108,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
193,95,one-to-one,dn_97,iwsk_108,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
194,97,one-to-one,dn_99,iwsk_110,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
195,98,one-to-one,dn_100,iwsk_111,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
196,99,one-to-one,dn_101,iwsk_112,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
197,99,one-to-one,dn_101,iwsk_112,MISSING,Giorgio,MISSING,PRON,MISSING,obj,leftover_target,
198,99,one-to-one,dn_101,iwsk_112,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
199,101,one-to-one,dn_103,iwsk_114,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4600030829509099
200,101,one-to-one,dn_103,iwsk_114,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
201,102,one-to-one,dn_104,iwsk_115,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
202,102,one-to-one,dn_104,iwsk_115,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
203,102,one-to-one,dn_104,iwsk_115,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
204,105,one-to-one,dn_107,iwsk_120,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
205,105,one-to-one,dn_107,iwsk_120,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
206,105,one-to-one,dn_107,iwsk_120,Ippolita,Ippolita,NOUN,NOUN,obj,nmod,explicit_ref_pos,
207,106,one-to-one,dn_108,iwsk_121,Giorgio Ippolita,Giorgio Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
208,107,one-to-one,dn_109,iwsk_122,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
209,108,many-to-one,dn_110 dn_111,iwsk_123,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
210,108,many-to-one,dn_110 dn_111,iwsk_123,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
211,108,many-to-one,dn_110 dn_111,iwsk_123,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.13181710087734722
212,108,many-to-one,dn_110 dn_111,iwsk_123,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
