,sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
28,17,one-to-one,dn_16,ygc_17,suicidal-man,suicidal-man,PRON,PRON,nsubj,nsubj,explicit_full,
29,17,one-to-one,dn_16,ygc_17,suicidal-man,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
30,18,one-to-one,dn_17,ygc_18,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
31,18,one-to-one,dn_17,ygc_18,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
32,18,one-to-one,dn_17,ygc_18,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
33,18,one-to-one,dn_17,ygc_18,crowd-of-men,crowd-of-men,NOUN,NOUN,nmod,nmod,explicit_full,
34,19,one-to-one,dn_18,ygc_19,crowd-of-men,crowd-of-men,NOUN,NOUN,nsubj,nmod,explicit_ref_pos,
35,20,many-to-one,dn_19 dn_20,ygc_20,crowd-of-men,crowd-of-men,NOUN,NOUN,pred,pred,explicit_full,
36,20,many-to-one,dn_19 dn_20,ygc_20,crowd-of-men,crowd-of-men,DET,DET,nmod,nmod,explicit_full,
37,20,many-to-one,dn_19 dn_20,ygc_20,crowd-of-men,crowd-of-men,DET,PRON,nmod,nsubj,explicit_ref_only,
38,20,many-to-one,dn_19 dn_20,ygc_20,crowd-of-men,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
39,21,one-to-one,dn_21,ygc_21,young-man,young-man,NOUN,NOUN,nsubj,nsubj,explicit_full,
40,21,one-to-one,dn_21,ygc_21,MISSING,young-man,MISSING,NULL,MISSING,nsubj,leftover_target,
41,22,one-to-one,dn_23,ygc_22,man-from-the-crowd,man-from-the-crowd,NOUN,NOUN,nsubj,nsubj,explicit_full,
42,22,one-to-one,dn_23,ygc_22,man-from-the-crowd,man-from-the-crowd,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.39823453526014063
43,22,one-to-one,dn_23,ygc_22,man-from-the-crowd,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
44,22,one-to-one,dn_23,ygc_22,MISSING,man-from-the-crowd,MISSING,NULL,MISSING,nsubj,leftover_target,
45,22,one-to-one,dn_23,ygc_22,MISSING,man-from-the-crowd,MISSING,NULL,MISSING,nsubj,leftover_target,
46,22,one-to-one,dn_23,ygc_22,young-man,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
47,22,one-to-one,dn_23,ygc_22,young-man,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
48,22,one-to-one,dn_23,ygc_22,young-man,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
49,23,one-to-one,dn_24,ygc_23,suicidal-man,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
50,24,one-to-one,dn_25,ygc_24,UNKNOWN,UNKNOWN,NULL,NULL,nsubj,nsubj,zero_zero_single,
51,24,one-to-one,dn_25,ygc_24,suicidal-man,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
52,27,one-to-one,dn_28,ygc_27,suicidal-man,suicidal-man,NULL,NULL,nsubj,nsubj,zero_zero_single,
53,28,one-to-one,dn_29,ygc_28,suicidal-man,suicidal-man,NULL,NULL,nsubj,nsubj,zero_zero_single,
54,29,one-to-one,dn_30,ygc_29,man-with-a-pipe,man-with-a-pipe,NOUN,NOUN,nsubj,nsubj,explicit_full,
55,29,one-to-one,dn_30,ygc_29,man-with-a-pipe,man-with-a-pipe,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3923799656360849
56,29,one-to-one,dn_30,ygc_29,man-with-a-pipe,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
57,29,one-to-one,dn_30,ygc_29,man-with-a-pipe,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
58,29,one-to-one,dn_30,ygc_29,MISSING,man-with-a-pipe,MISSING,NULL,MISSING,nsubj,leftover_target,
59,29,one-to-one,dn_30,ygc_29,MISSING,man-with-a-pipe,MISSING,NULL,MISSING,nsubj,leftover_target,
60,31,one-to-many,dn_32,ygc_31 ygc_32,man-with-a-pipe,man-with-a-pipe,DET,DET,nmod,nmod,explicit_full,
61,31,one-to-many,dn_32,ygc_31 ygc_32,man-with-a-pipe,man-with-a-pipe,DET,PRON,nmod,nmod,explicit_ref_case,
62,33,one-to-one,dn_34,ygc_35,cart-driver,cart-driver,NOUN,NOUN,nsubj,nsubj,explicit_full,
63,33,one-to-one,dn_34,ygc_35,cart-driver,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
64,34,one-to-one,dn_35,ygc_36,MISSING,cart-driver,MISSING,NOUN,MISSING,nmod,leftover_target,
65,34,one-to-one,dn_35,ygc_36,crowd-of-men,crowd-of-men,NOUN,NOUN,nsubj,nsubj,explicit_full,
66,34,one-to-one,dn_35,ygc_36,MISSING,crowd-of-men,MISSING,NULL,MISSING,nsubj,leftover_target,
67,34,one-to-one,dn_35,ygc_36,MISSING,crowd-of-men,MISSING,NULL,MISSING,nsubj,leftover_target,
68,35,one-to-one,dn_36,ygc_37,crowd-of-men,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
69,37,one-to-many,dn_38,ygc_39 ygc_40,cart-driver,cart-driver,NOUN,NOUN,nsubj,nsubj,explicit_full,
70,37,one-to-many,dn_38,ygc_39 ygc_40,MISSING,cart-driver,MISSING,NULL,MISSING,nsubj,leftover_target,
71,37,one-to-many,dn_38,ygc_39 ygc_40,MISSING,cart-driver,MISSING,PRON,MISSING,nsubj,leftover_target,
72,39,one-to-one,dn_40,ygc_42,man-with-a-pipe,man-with-a-pipe,NOUN,NOUN,nsubj,nsubj,explicit_full,
73,40,one-to-many,dn_41,ygc_43 ygc_44,cart-driver,cart-driver,NOUN,NOUN,nsubj,nsubj,explicit_full,
74,40,one-to-many,dn_41,ygc_43 ygc_44,cart-driver,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
75,40,one-to-many,dn_41,ygc_43 ygc_44,crowd-of-men,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
76,45,one-to-one,dn_46,ygc_49,Giorgio,Giorgio,PROPN,PROPN,vocative,vocative,explicit_full,
77,45,one-to-one,dn_46,ygc_49,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
78,46,one-to-many,dn_47,ygc_50 ygc_51,Giorgio,Giorgio,NOUN,NOUN,obj,nmod,explicit_ref_pos,
79,46,one-to-many,dn_47,ygc_50 ygc_51,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
80,46,one-to-many,dn_47,ygc_50 ygc_51,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
81,46,one-to-many,dn_47,ygc_50 ygc_51,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
82,46,one-to-many,dn_47,ygc_50 ygc_51,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
83,46,one-to-many,dn_47,ygc_50 ygc_51,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
84,46,one-to-many,dn_47,ygc_50 ygc_51,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
85,46,one-to-many,dn_47,ygc_50 ygc_51,crowd-of-men,crowd-of-men,NOUN,NOUN,nmod,obj,explicit_ref_pos,
86,47,one-to-one,dn_48,ygc_52,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
87,47,one-to-one,dn_48,ygc_52,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nsubj,leftover_target,
88,48,one-to-one,dn_49,ygc_53,Giorgio Ippolita,Giorgio Ippolita,DET,NOUN,obj,nsubj,explicit_ref_only,
89,48,one-to-one,dn_49,ygc_53,Giorgio Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
90,49,one-to-one,dn_50,ygc_55,Giorgio,Giorgio,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
91,51,one-to-one,dn_52,ygc_58,Ippolita,Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
92,53,one-to-one,dn_54,ygc_59,Giorgio Ippolita,Giorgio Ippolita,DET,NOUN,nmod,nsubj,explicit_ref_only,
93,54,one-to-one,dn_55,ygc_60,Ippolita,Ippolita,PRON,PROPN,nsubj,nsubj,explicit_ref_case,
94,54,one-to-one,dn_55,ygc_60,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
95,57,one-to-one,dn_58,ygc_63,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
96,57,one-to-one,dn_58,ygc_63,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
97,57,one-to-one,dn_58,ygc_63,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
98,58,one-to-one,dn_59,ygc_64,MISSING,Giorgio Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
99,59,one-to-one,dn_60,ygc_65,MISSING,Giorgio Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
100,59,one-to-one,dn_60,ygc_65,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
101,60,one-to-one,dn_61,ygc_66,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
102,61,one-to-one,dn_62,ygc_68,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
103,61,one-to-one,dn_62,ygc_68,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
104,62,one-to-one,dn_63,ygc_69,Giorgio,Giorgio,PRON,PRON,nmod,nmod,explicit_full,
105,63,one-to-one,dn_64,ygc_72,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
106,63,one-to-one,dn_64,ygc_72,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
107,63,one-to-one,dn_64,ygc_72,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
108,64,many-to-one,dn_65 dn_66,ygc_70,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
109,64,many-to-one,dn_65 dn_66,ygc_70,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
110,65,one-to-one,dn_67,ygc_71,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
111,65,one-to-one,dn_67,ygc_71,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
112,66,one-to-one,dn_68,ygc_73,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
113,67,one-to-one,dn_69,ygc_74,Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
114,67,one-to-one,dn_69,ygc_74,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
115,68,one-to-many,dn_70,ygc_75 ygc_76 ygc_77,Giorgio,Giorgio,PRON,PROPN,nsubj,nsubj,explicit_ref_case,
116,68,one-to-many,dn_70,ygc_75 ygc_76 ygc_77,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
117,68,one-to-many,dn_70,ygc_75 ygc_76 ygc_77,Giorgio Ippolita,Giorgio Ippolita,PRON-REFLEX,NOUN,obj,obj,reflex_obj,
118,68,one-to-many,dn_70,ygc_75 ygc_76 ygc_77,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
119,70,one-to-many,dn_72,ygc_79 ygc_80,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
120,70,one-to-many,dn_72,ygc_79 ygc_80,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.6241005952611114
121,70,one-to-many,dn_72,ygc_79 ygc_80,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2950824548800786
122,70,one-to-many,dn_72,ygc_79 ygc_80,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
123,70,one-to-many,dn_72,ygc_79 ygc_80,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
124,70,one-to-many,dn_72,ygc_79 ygc_80,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
125,70,one-to-many,dn_72,ygc_79 ygc_80,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
126,70,one-to-many,dn_72,ygc_79 ygc_80,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
127,72,one-to-one,dn_74,ygc_82,Ippolita,Ippolita,PROPN,PROPN,vocative,vocative,explicit_full,
128,74,one-to-one,dn_76,ygc_85,Ippolita,Ippolita,NOUN,NOUN,nsubj,nsubj,explicit_full,
129,74,one-to-one,dn_76,ygc_85,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.33065368035664927
130,74,one-to-one,dn_76,ygc_85,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
131,74,one-to-one,dn_76,ygc_85,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
132,75,one-to-one,dn_77,ygc_86,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
133,75,one-to-one,dn_77,ygc_86,Giorgio Ippolita,Giorgio Ippolita,NOUN,NOUN,nsubj,nmod,explicit_ref_pos,
134,75,one-to-one,dn_77,ygc_86,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
135,76,one-to-one,dn_78,ygc_87,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,obj,explicit_ref_only,
136,76,one-to-one,dn_78,ygc_87,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.37280853198924735
137,76,one-to-one,dn_78,ygc_87,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
138,76,one-to-one,dn_78,ygc_87,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
139,76,one-to-one,dn_78,ygc_87,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
140,76,one-to-one,dn_78,ygc_87,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
141,77,one-to-one,dn_79,ygc_88,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
142,77,one-to-one,dn_79,ygc_88,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
143,77,one-to-one,dn_79,ygc_88,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
144,77,one-to-one,dn_79,ygc_88,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
145,77,one-to-one,dn_79,ygc_88,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
146,77,one-to-one,dn_79,ygc_88,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
147,78,one-to-one,dn_101,ygc_90,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
148,80,one-to-one,dn_103,ygc_91,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
149,80,one-to-one,dn_103,ygc_91,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
150,81,one-to-one,dn_104,ygc_92,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
151,81,one-to-one,dn_104,ygc_92,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
152,81,one-to-one,dn_104,ygc_92,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
153,82,one-to-many,dn_105,ygc_93 ygc_94 ygc_95,MISSING,prelate,MISSING,NOUN,MISSING,nmod,leftover_target,
154,84,one-to-one,dn_107,ygc_97,Giorgio,Giorgio,PROPN,NULL,nsubj,nsubj,zero_to_src_anchor,
155,84,one-to-one,dn_107,ygc_97,Ippolita,Ippolita,NOUN,NOUN,obj,nmod,explicit_ref_pos,
156,85,one-to-one,dn_108,ygc_98,Giorgio Ippolita,Giorgio Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
157,86,one-to-one,dn_109,ygc_99,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
158,87,many-to-one,dn_110 dn_111,ygc_100,MISSING,Giorgio,MISSING,DET,MISSING,nmod,leftover_target,
159,87,many-to-one,dn_110 dn_111,ygc_100,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
160,87,many-to-one,dn_110 dn_111,ygc_100,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
161,87,many-to-one,dn_110 dn_111,ygc_100,Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
162,88,one-to-one,dn_112,ygc_101,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
163,89,one-to-one,dn_113,ygc_102,Giorgio,Giorgio,PROPN,PROPN,obj,nmod,explicit_ref_pos,
164,89,one-to-one,dn_113,ygc_102,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
165,89,one-to-one,dn_113,ygc_102,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
166,90,one-to-one,dn_114,ygc_103,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
167,90,one-to-one,dn_114,ygc_103,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
168,90,one-to-one,dn_114,ygc_103,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
169,91,one-to-many,dn_115,ygc_104 ygc_105,Giorgio,Giorgio,NOUN,NOUN,nsubj,obj,explicit_ref_pos,
170,91,one-to-many,dn_115,ygc_104 ygc_105,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
171,91,one-to-many,dn_115,ygc_104 ygc_105,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
172,92,one-to-one,dn_116,ygc_107,Giorgio,Giorgio,DET,NOUN,nmod,nmod,explicit_ref_case,
173,92,one-to-one,dn_116,ygc_107,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
174,92,one-to-one,dn_116,ygc_107,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
175,92,one-to-one,dn_116,ygc_107,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
176,92,one-to-one,dn_116,ygc_107,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
177,93,one-to-one,dn_117,ygc_106,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
178,94,one-to-one,dn_118,ygc_109,Giorgio,Giorgio,PRON,PRON,nsubj,obj,explicit_ref_pos,
179,94,one-to-one,dn_118,ygc_109,MISSING,Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
180,95,one-to-many,dn_119,ygc_110 ygc_111,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
181,95,one-to-many,dn_119,ygc_110 ygc_111,Giorgio,Giorgio,PRON,PRON,nmod,nmod,explicit_full,
182,95,one-to-many,dn_119,ygc_110 ygc_111,Giorgio,Giorgio,PRON,NOUN,obj,obj,explicit_ref_case,
183,95,one-to-many,dn_119,ygc_110 ygc_111,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
184,95,one-to-many,dn_119,ygc_110 ygc_111,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
185,95,one-to-many,dn_119,ygc_110 ygc_111,MISSING,Ippolita,MISSING,PROPN,MISSING,nsubj,leftover_target,
186,95,one-to-many,dn_119,ygc_110 ygc_111,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
187,96,one-to-one,dn_120,ygc_108,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
188,97,one-to-one,dn_122,ygc_112,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
189,98,one-to-one,dn_123,ygc_113,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
190,99,one-to-one,dn_124,ygc_114,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
191,100,one-to-one,dn_125,ygc_115,Giorgio,Giorgio,DET,DET,nmod,nmod,explicit_full,
192,101,one-to-one,dn_126,ygc_116,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
193,101,one-to-one,dn_126,ygc_116,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
194,101,one-to-one,dn_126,ygc_116,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
195,101,one-to-one,dn_126,ygc_116,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
196,102,one-to-one,dn_127,ygc_117,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
197,102,one-to-one,dn_127,ygc_117,Ippolita,MISSING,NOUN,MISSING,obj,MISSING,leftover_source,
198,103,one-to-many,dn_128,ygc_118 ygc_119,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
199,103,one-to-many,dn_128,ygc_118 ygc_119,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
200,103,one-to-many,dn_128,ygc_118 ygc_119,Ippolita,Ippolita,PRON,NOUN,obj,nmod,explicit_ref_only,
201,104,one-to-one,dn_129,ygc_120,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
202,105,one-to-one,dn_130,ygc_121,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
203,105,one-to-one,dn_130,ygc_121,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
204,105,one-to-one,dn_130,ygc_121,Ippolita,Ippolita,NOUN,NOUN,obj,obj,explicit_full,
205,106,one-to-one,dn_131,ygc_122,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
206,107,one-to-one,dn_132,ygc_123,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
207,107,one-to-one,dn_132,ygc_123,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
208,108,one-to-one,dn_133,ygc_124,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
209,108,one-to-one,dn_133,ygc_124,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
210,108,one-to-one,dn_133,ygc_124,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
211,108,one-to-one,dn_133,ygc_124,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
212,109,one-to-many,dn_134,ygc_125 ygc_126,Giorgio,Giorgio,PROPN,PROPN,vocative,vocative,explicit_full,
213,109,one-to-many,dn_134,ygc_125 ygc_126,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
214,109,one-to-many,dn_134,ygc_125 ygc_126,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
215,109,one-to-many,dn_134,ygc_125 ygc_126,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
216,110,many-to-one,dn_135 dn_136,ygc_127,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
217,110,many-to-one,dn_135 dn_136,ygc_127,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
218,110,many-to-one,dn_135 dn_136,ygc_127,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
