,sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
28,16,one-to-one,dn_16,mkm_16,MISSING,suicidal-man,MISSING,NULL,MISSING,nsubj,leftover_target,
29,17,one-to-one,dn_17,mkm_17,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
30,17,one-to-one,dn_17,mkm_17,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
31,17,one-to-one,dn_17,mkm_17,crowd-of-men,crowd-of-men,NOUN,NOUN,nmod,nmod,explicit_full,
32,18,one-to-one,dn_18,mkm_18,crowd-of-men,MISSING,NOUN,MISSING,nsubj,MISSING,leftover_source,
33,19,many-to-one,dn_19 dn_20,mkm_19,crowd-of-men,crowd-of-men,NOUN,NOUN,pred,pred,explicit_full,
34,19,many-to-one,dn_19 dn_20,mkm_19,crowd-of-men,crowd-of-men,DET,NOUN,nmod,nmod,explicit_ref_case,
35,19,many-to-one,dn_19 dn_20,mkm_19,crowd-of-men,crowd-of-men,DET,PRON,nmod,nmod,explicit_ref_case,
36,19,many-to-one,dn_19 dn_20,mkm_19,crowd-of-men,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
37,19,many-to-one,dn_19 dn_20,mkm_19,MISSING,crowd-of-men,MISSING,PRON,MISSING,nmod,leftover_target,
38,20,one-to-one,dn_21,mkm_20,young-man,young-man,NOUN,NOUN,nsubj,nsubj,explicit_full,
39,21,many-to-one,dn_23 dn_24,mkm_21,MISSING,crowd-of-men,MISSING,NOUN,MISSING,nmod,leftover_target,
40,21,many-to-one,dn_23 dn_24,mkm_21,man-from-the-crowd,man-from-the-crowd,NOUN,NOUN,nsubj,nsubj,explicit_full,
41,21,many-to-one,dn_23 dn_24,mkm_21,man-from-the-crowd,man-from-the-crowd,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
42,21,many-to-one,dn_23 dn_24,mkm_21,man-from-the-crowd,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
43,21,many-to-one,dn_23 dn_24,mkm_21,suicidal-man,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
44,21,many-to-one,dn_23 dn_24,mkm_21,young-man,young-man,PRON,PRON,nsubj,nsubj,explicit_full,
45,21,many-to-one,dn_23 dn_24,mkm_21,young-man,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
46,21,many-to-one,dn_23 dn_24,mkm_21,young-man,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
47,21,many-to-one,dn_23 dn_24,mkm_21,MISSING,young-man,MISSING,NULL,MISSING,nsubj,leftover_target,
48,22,one-to-one,dn_25,mkm_22,UNKNOWN,UNKNOWN,NULL,NULL,nsubj,nsubj,zero_zero_single,
49,22,one-to-one,dn_25,mkm_22,suicidal-man,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
50,25,one-to-one,dn_28,mkm_25,suicidal-man,suicidal-man,NULL,NULL,nsubj,nsubj,zero_zero_single,
51,26,one-to-one,dn_29,mkm_26,suicidal-man,suicidal-man,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.01947025954723358
52,26,one-to-one,dn_29,mkm_26,MISSING,suicidal-man,MISSING,NULL,MISSING,nsubj,leftover_target,
53,27,one-to-one,dn_30,mkm_27,man-with-a-pipe,man-with-a-pipe,NOUN,NOUN,nsubj,nsubj,explicit_full,
54,27,one-to-one,dn_30,mkm_27,man-with-a-pipe,man-with-a-pipe,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.5581093782577744
55,27,one-to-one,dn_30,mkm_27,man-with-a-pipe,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
56,27,one-to-one,dn_30,mkm_27,man-with-a-pipe,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
57,27,one-to-one,dn_30,mkm_27,MISSING,man-with-a-pipe,MISSING,NULL,MISSING,nsubj,leftover_target,
58,29,one-to-many,dn_32,mkm_29 mkm_30,man-with-a-pipe,man-with-a-pipe,DET,DET,nmod,nmod,explicit_full,
59,29,one-to-many,dn_32,mkm_29 mkm_30,man-with-a-pipe,man-with-a-pipe,DET,DET,nmod,nmod,explicit_full,
60,29,one-to-many,dn_32,mkm_29 mkm_30,MISSING,man-with-a-pipe,MISSING,NULL,MISSING,nsubj,leftover_target,
61,31,one-to-one,dn_34,mkm_32,cart-driver,cart-driver,NOUN,NOUN,nsubj,nsubj,explicit_full,
62,31,one-to-one,dn_34,mkm_32,cart-driver,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
63,32,one-to-one,dn_35,mkm_33,crowd-of-men,crowd-of-men,NOUN,NOUN,nsubj,nsubj,explicit_full,
64,32,one-to-one,dn_35,mkm_33,MISSING,crowd-of-men,MISSING,NULL,MISSING,nsubj,leftover_target,
65,32,one-to-one,dn_35,mkm_33,MISSING,crowd-of-men,MISSING,NULL,MISSING,nsubj,leftover_target,
66,33,one-to-one,dn_36,mkm_34,crowd-of-men,crowd-of-men,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
67,35,one-to-many,dn_38,mkm_36 mkm_37,cart-driver,cart-driver,NOUN,NOUN,nsubj,nsubj,explicit_full,
68,35,one-to-many,dn_38,mkm_36 mkm_37,MISSING,cart-driver,MISSING,NULL,MISSING,nsubj,leftover_target,
69,35,one-to-many,dn_38,mkm_36 mkm_37,MISSING,cart-driver,MISSING,PRON,MISSING,nsubj,leftover_target,
70,37,one-to-one,dn_40,mkm_39,man-with-a-pipe,man-with-a-pipe,NOUN,NOUN,nsubj,nsubj,explicit_full,
71,38,one-to-one,dn_41,mkm_40,cart-driver,cart-driver,NOUN,NOUN,nsubj,nsubj,explicit_full,
72,38,one-to-one,dn_41,mkm_40,cart-driver,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
73,38,one-to-one,dn_41,mkm_40,MISSING,cart-driver,MISSING,NULL,MISSING,nsubj,leftover_target,
74,38,one-to-one,dn_41,mkm_40,crowd-of-men,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
75,43,one-to-one,dn_46,mkm_45,Giorgio,Giorgio,PROPN,PROPN,vocative,vocative,explicit_full,
76,43,one-to-one,dn_46,mkm_45,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
77,44,one-to-many,dn_47,mkm_46 mkm_47 mkm_48,Giorgio,Giorgio,NOUN,NOUN,obj,nmod,explicit_ref_pos,
78,44,one-to-many,dn_47,mkm_46 mkm_47 mkm_48,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
79,44,one-to-many,dn_47,mkm_46 mkm_47 mkm_48,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
80,44,one-to-many,dn_47,mkm_46 mkm_47 mkm_48,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
81,44,one-to-many,dn_47,mkm_46 mkm_47 mkm_48,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
82,44,one-to-many,dn_47,mkm_46 mkm_47 mkm_48,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
83,44,one-to-many,dn_47,mkm_46 mkm_47 mkm_48,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
84,44,one-to-many,dn_47,mkm_46 mkm_47 mkm_48,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
85,44,one-to-many,dn_47,mkm_46 mkm_47 mkm_48,crowd-of-men,MISSING,NOUN,MISSING,nmod,MISSING,leftover_source,
86,45,one-to-one,dn_48,mkm_49,Giorgio Ippolita,Giorgio Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
87,46,one-to-one,dn_49,mkm_50,Giorgio Ippolita,Giorgio Ippolita,DET,NOUN,obj,nsubj,explicit_ref_only,
88,46,one-to-one,dn_49,mkm_50,Giorgio Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
89,46,one-to-one,dn_49,mkm_50,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
90,46,one-to-one,dn_49,mkm_50,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
91,47,one-to-one,dn_50,mkm_52,Giorgio,Giorgio,PRON,PROPN,nsubj,nsubj,explicit_ref_case,
92,50,one-to-one,dn_54,mkm_55,Giorgio Ippolita,Giorgio Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
93,51,one-to-one,dn_55,mkm_56,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
94,51,one-to-one,dn_55,mkm_56,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
95,54,one-to-one,dn_58,mkm_59,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
96,54,one-to-one,dn_58,mkm_59,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
97,54,one-to-one,dn_58,mkm_59,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
98,54,one-to-one,dn_58,mkm_59,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
99,55,one-to-one,dn_59,mkm_60,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
100,56,one-to-one,dn_60,mkm_61,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
101,57,one-to-one,dn_61,mkm_62,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
102,58,one-to-one,dn_62,mkm_63,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
103,58,one-to-one,dn_62,mkm_63,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
104,59,many-to-one,dn_63 dn_64,mkm_64,Giorgio,Giorgio,PRON,PRON,nmod,nmod,explicit_full,
105,59,many-to-one,dn_63 dn_64,mkm_64,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
106,59,many-to-one,dn_63 dn_64,mkm_64,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
107,60,many-to-one,dn_65 dn_66,mkm_65,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
108,60,many-to-one,dn_65 dn_66,mkm_65,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
109,61,one-to-one,dn_67,mkm_66,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
110,61,one-to-one,dn_67,mkm_66,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
111,61,one-to-one,dn_67,mkm_66,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
112,62,many-to-one,dn_68 dn_69,mkm_67,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
113,62,many-to-one,dn_68 dn_69,mkm_67,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4736830385366701
114,62,many-to-one,dn_68 dn_69,mkm_67,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
115,63,one-to-many,dn_70,mkm_68 mkm_70,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
116,63,one-to-many,dn_70,mkm_68 mkm_70,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,obj,explicit_ref_only,
117,63,one-to-many,dn_70,mkm_68 mkm_70,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
118,63,one-to-many,dn_70,mkm_68 mkm_70,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
119,65,one-to-many,dn_72,mkm_71 mkm_72 mkm_73,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
120,65,one-to-many,dn_72,mkm_71 mkm_72 mkm_73,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.39475065940257276
121,65,one-to-many,dn_72,mkm_71 mkm_72 mkm_73,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
122,65,one-to-many,dn_72,mkm_71 mkm_72 mkm_73,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
123,65,one-to-many,dn_72,mkm_71 mkm_72 mkm_73,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
124,65,one-to-many,dn_72,mkm_71 mkm_72 mkm_73,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
125,65,one-to-many,dn_72,mkm_71 mkm_72 mkm_73,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
126,65,one-to-many,dn_72,mkm_71 mkm_72 mkm_73,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
127,67,many-to-one,dn_74 dn_75,mkm_75,Ippolita,Ippolita,PROPN,PROPN,vocative,vocative,explicit_full,
128,68,one-to-one,dn_76,mkm_76,Ippolita,Ippolita,NOUN,PRON,nsubj,nsubj,explicit_ref_case,
129,68,one-to-one,dn_76,mkm_76,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
130,68,one-to-one,dn_76,mkm_76,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
131,69,one-to-one,dn_77,mkm_77,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
132,69,one-to-one,dn_77,mkm_77,Giorgio Ippolita,Giorgio Ippolita,NOUN,NOUN,nsubj,nmod,explicit_ref_pos,
133,69,one-to-one,dn_77,mkm_77,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
134,70,one-to-one,dn_78,mkm_78,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
135,70,one-to-one,dn_78,mkm_78,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3200860296506263
136,70,one-to-one,dn_78,mkm_78,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
137,70,one-to-one,dn_78,mkm_78,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
138,70,one-to-one,dn_78,mkm_78,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
139,71,one-to-one,dn_79,mkm_79,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,obj,obj,explicit_ref_case,
140,71,one-to-one,dn_79,mkm_79,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
141,71,one-to-one,dn_79,mkm_79,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
142,71,one-to-one,dn_79,mkm_79,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
143,71,one-to-one,dn_79,mkm_79,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
144,71,one-to-one,dn_79,mkm_79,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nsubj,leftover_target,
145,71,one-to-one,dn_79,mkm_79,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
146,71,one-to-one,dn_79,mkm_79,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
147,71,one-to-one,dn_79,mkm_79,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
148,72,one-to-one,dn_80,mkm_80,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
149,72,one-to-one,dn_80,mkm_80,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
150,72,one-to-one,dn_80,mkm_80,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
151,72,one-to-one,dn_80,mkm_80,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.5076627735778739
152,72,one-to-one,dn_80,mkm_80,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
153,72,one-to-one,dn_80,mkm_80,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
154,72,one-to-one,dn_80,mkm_80,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
155,74,one-to-one,dn_82,mkm_82,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
156,74,one-to-one,dn_82,mkm_82,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
157,75,one-to-one,dn_83,mkm_83,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
158,75,one-to-one,dn_83,mkm_83,Ippolita,Ippolita,PRON,PRON,nsubj,nmod,explicit_ref_pos,
159,75,one-to-one,dn_83,mkm_83,MISSING,Ippolita,MISSING,PRON,MISSING,obj,leftover_target,
160,76,one-to-one,dn_84,mkm_84,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
161,76,one-to-one,dn_84,mkm_84,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
162,76,one-to-one,dn_84,mkm_84,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
163,76,one-to-one,dn_84,mkm_84,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
164,76,one-to-one,dn_84,mkm_84,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
165,77,one-to-many,dn_85,mkm_85 mkm_86,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
166,77,one-to-many,dn_85,mkm_85 mkm_86,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
167,77,one-to-many,dn_85,mkm_85 mkm_86,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
168,77,one-to-many,dn_85,mkm_85 mkm_86,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
169,77,one-to-many,dn_85,mkm_85 mkm_86,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
170,77,one-to-many,dn_85,mkm_85 mkm_86,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
171,77,one-to-many,dn_85,mkm_85 mkm_86,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
172,78,one-to-one,dn_86,mkm_87,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
173,78,one-to-one,dn_86,mkm_87,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
174,79,one-to-one,dn_87,mkm_88,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
175,79,one-to-one,dn_87,mkm_88,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
176,79,one-to-one,dn_87,mkm_88,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
177,79,one-to-one,dn_87,mkm_88,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
178,79,one-to-one,dn_87,mkm_88,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
179,79,one-to-one,dn_87,mkm_88,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
180,79,one-to-one,dn_87,mkm_88,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
181,80,one-to-one,dn_88,mkm_89,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
182,80,one-to-one,dn_88,mkm_89,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
183,80,one-to-one,dn_88,mkm_89,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
184,80,one-to-one,dn_88,mkm_89,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
185,80,one-to-one,dn_88,mkm_89,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
186,80,one-to-one,dn_88,mkm_89,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
187,80,one-to-one,dn_88,mkm_89,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
188,80,one-to-one,dn_88,mkm_89,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
189,80,one-to-one,dn_88,mkm_89,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
190,80,one-to-one,dn_88,mkm_89,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
191,80,one-to-one,dn_88,mkm_89,MISSING,Giorgio,MISSING,PRON,MISSING,obj,leftover_target,
192,80,one-to-one,dn_88,mkm_89,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
193,81,many-to-one,dn_89 dn_90,mkm_90,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
194,81,many-to-one,dn_89 dn_90,mkm_90,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
195,81,many-to-one,dn_89 dn_90,mkm_90,Giorgio,Giorgio,PRON,PRON,nsubj,nmod,explicit_ref_pos,
196,82,one-to-one,dn_91,mkm_92,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
197,83,one-to-many,dn_92,mkm_91 mkm_93,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
198,83,one-to-many,dn_92,mkm_91 mkm_93,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
199,83,one-to-many,dn_92,mkm_91 mkm_93,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
200,84,one-to-one,dn_93,mkm_94,Ippolita,Ippolita,PRON,PRON,nsubj,nmod,explicit_ref_pos,
201,87,many-to-one,dn_97 dn_98,mkm_97,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
202,87,many-to-one,dn_97 dn_98,mkm_97,MISSING,Giorgio Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
203,87,many-to-one,dn_97 dn_98,mkm_97,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
204,88,one-to-one,dn_99,mkm_98,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
205,89,one-to-one,dn_100,mkm_99,Ippolita,Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
206,90,one-to-one,dn_101,mkm_101,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
207,92,one-to-one,dn_103,mkm_102,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
208,92,one-to-one,dn_103,mkm_102,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
209,93,one-to-one,dn_104,mkm_103,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
210,93,one-to-one,dn_104,mkm_103,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
211,93,one-to-one,dn_104,mkm_103,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
212,95,one-to-one,dn_106,mkm_107,MISSING,Giorgio Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
213,96,one-to-one,dn_107,mkm_108,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
214,96,one-to-one,dn_107,mkm_108,Ippolita,MISSING,NOUN,MISSING,obj,MISSING,leftover_source,
215,97,many-to-one,dn_108 dn_109,mkm_109,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
216,97,many-to-one,dn_108 dn_109,mkm_109,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
217,97,many-to-one,dn_108 dn_109,mkm_109,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
